Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Actual_Attrition,Predicted_Attrition,Attrition_Probability,Risk_Category,Actual_Attrition_Label,Predicted_Attrition_Label,SHAP_OverTime_Yes,SHAP_Age,SHAP_MonthlyIncome,SHAP_StockOptionLevel,SHAP_YearsWithCurrManager,SHAP_YearsAtCompany,SHAP_NumCompaniesWorked,SHAP_TotalWorkingYears,SHAP_DistanceFromHome,SHAP_EnvironmentSatisfaction
27,0,Travel_Rarely,894,Research & Development,9,3,Medical,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,No,16,3,4,0,7,2,2,7,7,0,3,0,0,0.12,Low Risk,Stayed,Predicted Stay,-0.049463535240879535,0.0056074765155744895,0.03151515146927977,0.009699702469702061,-0.01626896818661862,-0.010585523036461382,-0.010855717839444879,0.007419812532486958,0.0008700577772970064,-0.011993852891550886
43,0,Non-Travel,343,Research & Development,9,3,Life Sciences,1,Male,52,3,1,Research Scientist,3,Single,2438,24978,4,No,13,3,3,0,7,2,2,3,2,1,2,0,0,0.18,Low Risk,Stayed,Predicted Stay,-0.04078279748751811,-0.02641944443521197,0.024563046367745756,0.022729650065327858,-0.005809278413728407,-0.0055465439275030805,0.00831568727796821,0.010461922957420029,0.002064550944915027,0.025103975534761958
34,0,Travel_Rarely,628,Research & Development,8,3,Medical,2,Male,82,4,2,Laboratory Technician,3,Married,4404,10228,2,No,12,3,1,0,6,3,4,4,3,1,2,0,0,0.06,Low Risk,Stayed,Predicted Stay,-0.026579168450243742,-0.006647222264043648,-0.013878924977643693,0.008349246101270183,-0.0073721608592518355,-0.01053623194078682,-0.013528690505199847,0.004876771402859958,-0.00365452376583562,-0.006956527737706893
37,0,Travel_Rarely,1239,Human Resources,8,2,Other,3,Male,89,3,2,Human Resources,2,Divorced,4071,12832,2,No,13,3,3,0,19,4,2,10,0,4,7,0,0,0.075,Low Risk,Stayed,Predicted Stay,-0.016520292247346333,-0.012531520044426543,-0.0010199422119376322,0.018478275649608803,-0.007845494197792959,-0.010594626636880093,-0.009076111114964078,-0.016092692535432888,-0.00256762931364392,-0.005343751816801614
36,0,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,No,13,3,3,0,6,3,3,6,5,0,3,0,0,0.12,Low Risk,Stayed,Predicted Stay,-0.024424188317798325,-0.016760077569033457,-0.01191946976818599,0.0129302977244879,-0.0045510010141993,-0.0034771717147759774,-0.009951176038816812,0.008390667482444769,0.003918293757888023,0.0004160245902880888
26,1,Travel_Rarely,920,Human Resources,20,2,Medical,4,Female,69,3,1,Human Resources,2,Married,2148,6889,0,Yes,11,3,3,0,6,3,3,5,1,1,4,1,0,0.34,Low Risk,Left,Predicted Stay,0.07802623739441969,0.027749491397339624,0.061490210803463015,0.015942184284053838,-0.011853410721489582,-0.008663562256681417,-0.04157537356823923,0.010110360931189461,0.016316890359503303,-0.012517141079642897
41,0,Travel_Rarely,1283,Research & Development,5,5,Medical,2,Male,90,4,1,Research Scientist,3,Married,2127,5561,2,Yes,12,3,1,0,7,5,2,4,2,0,3,0,0,0.27,Low Risk,Stayed,Predicted Stay,0.07209026339253341,-0.030066263662442905,0.06320791185268945,0.026600989757844216,-0.00404223302256014,-0.0013942254850178414,-0.006488633284582193,0.015399765700130956,-0.00625259127536765,-0.00253285714758249
32,0,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,0,0,0.32,Low Risk,Stayed,Predicted Stay,-0.02732683428819655,0.029304294425783153,0.0155339725108729,-0.02984892874663501,0.044025835201741755,0.036333001500963746,-0.0030092267474219627,0.048095716342543254,-0.02055557841186669,-0.008828606254793385
35,0,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,3,Female,31,3,3,Human Resources,4,Single,8837,16642,1,Yes,16,3,3,0,9,2,3,9,0,1,7,0,0,0.16,Low Risk,Stayed,Predicted Stay,0.053341545778962426,-0.003061966152290552,-0.008430481579066508,0.01365777785130831,-0.005266870455232038,-0.011573427079622434,-0.011474668118339651,0.005455131784956393,0.029614839440760078,-0.008330162326717527
39,0,Travel_Rarely,1329,Sales,4,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,No,14,3,3,1,17,1,4,15,11,5,9,0,0,0.045,Low Risk,Stayed,Predicted Stay,-0.016563477731135662,-0.016283622066671343,-0.011137905914540624,-0.016595209859876833,-0.01308008122411593,-0.00927128675144786,-0.0007237824631920375,-0.007534933854942665,-0.007596762290786501,-0.006241188717269779
59,0,Travel_Rarely,1429,Research & Development,18,4,Medical,4,Male,67,3,3,Manufacturing Director,4,Single,10512,20002,6,No,12,3,4,0,25,6,2,9,7,5,4,0,0,0.065,Low Risk,Stayed,Predicted Stay,-0.017497656629730046,-0.005996051376806406,-0.010197068716792046,0.01051769637711459,-0.005855930183251985,-0.0043926422446202195,0.01680578984244562,-0.015771113289270035,0.00017270742294385854,-0.010275306703636033
29,0,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,2974,25412,9,No,17,3,3,1,9,2,3,5,3,1,2,0,0,0.09,Low Risk,Stayed,Predicted Stay,-0.03498793455178202,0.018926526005257075,-0.004094502165876293,-0.017990595323690284,-0.013769345134796822,-0.007828407251481621,0.01634305386541655,-0.0010484883711751535,0.002509489596388903,-0.011070647612541507
34,0,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,No,15,3,3,1,12,3,3,1,0,0,0,0,0,0.11,Low Risk,Stayed,Predicted Stay,-0.02049045634103095,-0.003607263605845219,-0.008940912676953303,-0.014537961835058013,0.025611293088995808,0.02396938476924106,0.015167027516638428,-0.0013847420657975818,-0.014412691185943913,-0.012327579326001797
45,0,Travel_Rarely,556,Research & Development,25,2,Life Sciences,2,Female,93,2,2,Manufacturing Director,4,Married,5906,23888,0,No,13,3,4,2,10,2,2,9,8,3,8,0,0,0.07,Low Risk,Stayed,Predicted Stay,-0.018110290526487917,-0.0073744788884005175,-0.012142092421704546,-0.011122552377798911,-0.012597366558900376,-0.005250393216529119,-0.01051335868088472,0.0006319138373237365,0.013359929732662295,-0.0012339357879045565
49,0,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,3,Male,35,3,3,Healthcare Representative,2,Divorced,10466,20948,3,No,14,3,2,2,29,3,3,8,7,0,7,0,0,0.015,Low Risk,Stayed,Predicted Stay,-0.013164430115998584,-0.01543244418488257,-0.01047888889843989,-0.012307756225909542,-0.00626930915311732,-0.005750167775804584,-0.006860070390580404,-0.012458887221034729,-0.005978095312350433,-0.006621412393490118
38,0,Travel_Rarely,119,Sales,3,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,10609,9647,0,No,12,3,3,2,17,6,2,16,10,5,13,0,0,0.13,Low Risk,Stayed,Predicted Stay,-0.01600212129067586,-0.010997369613294268,0.002368232884275585,-0.01999668837177296,-0.021261838185280338,-0.003814065171745824,-0.015033801872136791,-0.009610811768220628,-0.0105640981774809,0.021138512509196516
31,0,Travel_Rarely,311,Research & Development,20,3,Life Sciences,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,18624,1,No,11,3,1,1,10,2,3,10,8,0,2,0,0,0.07,Low Risk,Stayed,Predicted Stay,-0.020512361118098853,0.007833535481140644,-0.007030400391045077,-0.01758275433695644,-0.010431468114861673,-0.008405674538576022,-0.00820347219220821,-0.0012260641362536262,0.0010298359083935793,-0.003031255424932624
30,0,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,No,11,3,3,2,12,4,3,12,9,6,10,0,0,0.09,Low Risk,Stayed,Predicted Stay,-0.015091603572352596,0.009180799006453527,-0.0023760425601017233,-0.018498089907695886,-0.02102186331610028,-0.011498547978617353,-0.009607050886179422,-0.004301982285712711,-0.002758145677955781,-0.007451899371149011
33,0,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,5147,10697,8,No,15,3,4,0,13,2,2,11,7,1,7,0,0,0.22,Low Risk,Stayed,Predicted Stay,-0.02374542741998539,0.005753162465809112,-0.005424721635574769,0.029412783821719586,-0.006966615606852428,-0.01668423291979707,0.04350855701788987,-0.003567604122681587,-0.011788527600302814,-0.015530986674066298
26,1,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2,1,0,0.435,Medium Risk,Left,Predicted Stay,0.09497893784254216,0.042356364681904776,0.0684445244275912,-0.021286728869229138,-0.007753554130588327,-0.0011108937178966017,0.025649831886362336,0.015637144788036038,-0.019662836051903127,0.02151183758064235
58,1,Travel_Rarely,147,Research & Development,23,4,Medical,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,No,12,3,4,1,40,3,2,40,10,15,6,1,0,0.13,Low Risk,Left,Predicted Stay,-0.011747747710588783,0.00018145545951938401,-0.0050648196231099975,-0.009748948509773071,-0.007610138381331808,-0.0010930323002344266,-0.007139894831752826,0.0016229485187795945,0.005997720139125704,-0.005608584133610179
53,0,Travel_Rarely,1282,Research & Development,5,3,Other,3,Female,58,3,5,Manager,3,Divorced,19094,10735,4,No,11,3,4,1,26,3,2,14,13,4,8,0,0,0.045,Low Risk,Stayed,Predicted Stay,-0.011611775584569842,-0.008777958153421821,-0.01680690125225283,-0.011881814662697252,-0.009563666560036382,-0.005954457177260793,0.002092285363676183,-0.018225959712965506,-0.004836318032547524,-0.005135220097915862
27,0,Travel_Rarely,511,Sales,2,2,Medical,1,Female,89,4,2,Sales Executive,3,Single,6500,26997,0,No,14,3,2,0,9,5,2,8,7,0,7,0,0,0.08,Low Risk,Stayed,Predicted Stay,-0.031080901873951915,0.0018534554132907033,-0.009503429499714002,0.021600576730156716,-0.011606700935460594,-0.013036627508786296,-0.027072970886349593,-0.0021590818536060398,-0.011374309688901576,0.014507550014627668
40,0,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,0,0,0,0.165,Low Risk,Stayed,Predicted Stay,0.03687493158587813,-0.02539947684824483,-0.017367885860358,-0.017702898740058117,0.02967154755242973,0.03368799425559928,-0.0031925324853773417,-0.01200670458629702,-0.008904877304291858,0.004008400091040584
38,0,Travel_Rarely,1495,Research & Development,10,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,9824,22174,3,No,19,3,3,1,18,4,3,1,0,0,0,0,0,0.08,Low Risk,Stayed,Predicted Stay,-0.017489024273754695,-0.018281385338868857,-0.0061165945386392195,-0.016056614502940648,0.020069680665214945,0.02089946791345028,-0.004705221870274272,-0.007350416721910733,-0.00013448049429371167,-0.011636645040086933
44,1,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6,1,0,0.075,Low Risk,Left,Predicted Stay,-0.015796675785243224,-0.016289969485637813,-0.0073577092414006985,-0.012864814303757157,-0.005409956197167958,-0.006542156800056773,0.016854740276776282,-0.00771997072132308,-0.010855772083505143,-0.0014355790448212246
41,0,Non-Travel,509,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7,0,0,0.155,Low Risk,Stayed,Predicted Stay,0.04491899337179803,-0.0240777903953267,-0.019600068491236015,0.019104112686047756,-0.006450786368536683,-0.0057222294113034875,-0.009493537135463158,-0.001561268005857528,-0.017950395046309495,0.03286206167098499
37,0,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,No,14,3,3,2,6,2,2,6,3,1,3,0,0,0.09,Low Risk,Stayed,Predicted Stay,-0.012049148664098085,-0.0146458100199402,-0.007937747100502292,-0.019175196725122988,-0.004963876251388229,-0.0063113654357971425,-0.013748428951587358,-0.0005507557527380414,-0.01239310798352335,-0.0058755177273110346
46,0,Travel_Rarely,526,Sales,1,2,Marketing,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,1,No,25,4,3,3,24,2,3,24,13,15,7,0,0,0.085,Low Risk,Stayed,Predicted Stay,-0.011287343117446653,-0.01129672272200196,-0.004219291124568372,-0.004981940950267471,-0.005944458926107927,-0.009227537990750535,-0.007917234918186295,-0.016478622002725842,-0.016433091762487494,-0.0028093668778842586
52,0,Travel_Rarely,699,Research & Development,1,4,Life Sciences,3,Male,65,2,5,Manager,3,Married,19999,5678,0,No,14,3,1,1,34,5,3,33,18,11,9,0,0,0.07,Low Risk,Stayed,Predicted Stay,-0.014144330929639182,-0.008589256355894576,-0.002745640101850313,-0.008043518653489628,-0.008593849282772226,0.00373396501355046,-0.00994425334271,-0.015505039776269314,-0.0054217726072465664,-0.007663736868400974
25,1,Travel_Frequently,599,Sales,24,1,Life Sciences,3,Male,73,1,1,Sales Representative,4,Single,1118,8040,1,Yes,14,3,4,0,1,4,3,1,0,1,0,1,1,0.735,High Risk,Left,Predicted Leave,0.07008412134713808,0.05919863872513588,0.08153254405986501,0.021324476581075943,0.05540462382317401,0.06832214004408116,0.0032543447092780297,0.05288229734120023,0.022013539767499424,-0.007130230853506419
29,0,Travel_Frequently,1404,Sales,20,3,Technical Degree,3,Female,84,3,1,Sales Representative,4,Married,2157,18203,1,No,15,3,2,1,3,5,3,3,1,0,2,0,0,0.27,Low Risk,Stayed,Predicted Stay,-0.03395446059093046,0.03002316039271591,0.0436200178568879,-0.01768336213805924,-0.0054569334234452075,0.005942065410745272,-0.007669076501983909,0.014787839045479813,0.005936069679992215,-0.005343930370784165
31,0,Travel_Frequently,444,Sales,5,3,Marketing,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,No,11,3,3,1,2,5,2,2,2,2,2,0,0,0.325,Low Risk,Stayed,Predicted Stay,-0.025379631876130588,0.02849334254569612,0.02136026696884528,-0.023356980525327344,-0.006950824127527539,0.01968216089167754,-0.005307983443392459,0.030981639314982202,-0.00939581168286395,-0.01185455278133759
25,1,Travel_Rarely,383,Sales,9,2,Life Sciences,1,Male,68,2,1,Sales Representative,1,Married,4400,15182,3,No,12,3,1,0,6,2,3,3,2,2,2,1,0,0.21,Low Risk,Left,Predicted Stay,-0.034314763459310595,0.021094265942074343,-0.011499659049823094,0.027260317462842066,-0.011190176617787984,-0.0027142062553093638,-0.0077205952093027,0.007341168984130491,-0.006804163024958143,0.02272853528063706
24,0,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,3760,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3,0,0,0.335,Low Risk,Stayed,Predicted Stay,0.0802952217045572,0.048154738284774797,0.018240099383078814,0.011655988450045243,-0.00749623539086997,-0.00761191550232752,-0.009562875133451599,0.006476971655301895,-0.009566098494763082,0.021531991304266286
29,1,Travel_Rarely,992,Research & Development,1,3,Technical Degree,3,Male,85,3,1,Research Scientist,3,Single,2058,19757,0,No,14,3,4,0,7,1,2,6,2,1,5,1,0,0.06,Low Risk,Left,Predicted Stay,-0.03971989231486532,0.004890769769540384,0.02321923161651739,0.011575428780147376,-0.015493983194937755,-0.008521926360233465,-0.03184110997147172,0.005277848204550537,-0.019501512158287822,-0.005332745855210419
25,0,Travel_Rarely,1382,Sales,8,2,Other,1,Female,85,3,2,Sales Executive,3,Divorced,4907,13684,0,Yes,22,4,2,1,6,3,2,5,3,0,4,0,0,0.13,Low Risk,Stayed,Predicted Stay,0.046607193421850754,0.010421440567497484,-0.019244446752434214,-0.021942863162138337,-0.010452249226755157,-0.008786212149479979,-0.015964515377904717,0.005713893882922889,-0.005440447324538127,0.017641195856692774
35,0,Travel_Frequently,482,Research & Development,4,4,Life Sciences,3,Male,87,3,2,Research Scientist,3,Single,4249,2690,1,Yes,11,3,2,0,9,3,3,9,6,1,1,0,0,0.17,Low Risk,Stayed,Predicted Stay,0.03835578824462118,-0.009730578513615456,-0.01380933556852142,0.015384080709991395,-0.0017613919218047158,-0.00565703042229643,-0.006705479739305247,0.0020522263665407083,-0.01048170938902274,-0.010192222256846436
46,0,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,No,17,3,4,2,23,0,3,2,2,2,2,0,0,0.07,Low Risk,Stayed,Predicted Stay,-0.017385369832284142,-0.015087945637653775,-0.01732153336993406,-0.007471329465442977,-0.004755970473393063,0.0010445760966558736,0.01563150625275739,-0.014413641859061955,-0.010693618428053924,-0.007299204603386897
42,0,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,No,19,3,1,0,16,3,3,1,0,0,0,0,0,0.175,Low Risk,Stayed,Predicted Stay,-0.023111677562455954,-0.03488064040387144,-0.007655415887161326,0.017331526037976344,0.01872933865946379,0.021756252370279016,-0.0023084931006212626,-0.010268470463133781,0.028699542516301337,-0.0005848069252374444
37,0,Travel_Rarely,571,Research & Development,10,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Yes,13,3,2,2,6,3,2,5,3,4,3,0,0,0.125,Low Risk,Stayed,Predicted Stay,0.055490709010746285,-0.01616241112088119,0.01394193735013232,-0.02170014556811793,-0.009134411940585778,-0.007134239998260909,-0.01789647014129969,0.007803284682570393,-0.0036826328946972355,-0.013061911511407516
27,0,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,3445,6152,1,No,11,3,3,0,6,5,2,6,2,1,4,0,0,0.115,Low Risk,Stayed,Predicted Stay,-0.041935539265950866,0.010339756557327747,0.006272415332380206,0.01662977997922326,-0.009232853495659584,-0.011171686453481015,-0.014326132689325278,0.0030030592378057007,-0.0010155338435697558,-0.005267821043271397
38,0,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,Male,59,2,1,Sales Representative,1,Single,2858,11473,4,No,14,3,1,0,20,3,2,1,0,0,0,0,0,0.31,Low Risk,Stayed,Predicted Stay,-0.02595268754609606,-0.026020946816988726,0.010745203814803973,0.021959873799946763,0.03258134547360214,0.014747588286986683,0.0015414160051795988,-0.015824534747089274,-0.023878609389687427,0.03164141590150166
36,0,Non-Travel,301,Sales,15,4,Marketing,4,Male,88,1,2,Sales Executive,4,Divorced,5406,10436,1,No,24,4,1,1,15,4,2,15,12,11,11,0,0,0.11,Low Risk,Stayed,Predicted Stay,-0.016139599600601285,-0.011011521873031142,-0.01111899113385789,-0.017836015574944214,-0.011697096023465293,-0.012666191818740345,-0.009197146458343469,-0.008779103565179866,0.008195499701407698,-0.011325380115158623
27,0,Travel_Rarely,618,Research & Development,4,3,Life Sciences,2,Female,76,3,1,Research Scientist,3,Single,2318,17808,1,No,19,3,3,0,1,2,3,1,1,0,0,0,0,0.455,Medium Risk,Stayed,Predicted Stay,-0.044421792673406346,0.057067309821858314,0.0617498528326297,0.02479030846960768,0.06638556102683196,0.05875482215865986,0.00036231664095623726,0.07013131170246481,-0.017466515096982674,0.0005867893963204551
40,0,Travel_Rarely,1416,Research & Development,2,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,19436,5949,0,No,19,3,4,1,22,5,3,21,7,3,9,0,0,0.015,Low Risk,Stayed,Predicted Stay,-0.01370263848747527,-0.012315460097957498,-0.016011737189426185,-0.008085387347887264,-0.010501974660810447,-0.007244749372255228,-0.011862750307570877,-0.014159835986938561,-0.009130526770787241,0.01076965557116182
44,1,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,Male,89,3,1,Laboratory Technician,1,Married,2362,14669,4,No,12,3,3,0,10,4,4,3,2,1,2,1,0,0.12,Low Risk,Left,Predicted Stay,-0.040774267509368654,-0.02511154764458297,0.017958455164273347,0.02512779583299107,-0.010818936304322051,-0.006762000965304651,0.0019252375976407166,0.0004792708082140962,-0.0120446374612834,0.02667591450323471
34,0,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,2,Male,45,3,2,Research Scientist,4,Married,5484,13008,9,No,17,3,2,1,9,3,2,2,2,2,1,0,0,0.1,Low Risk,Stayed,Predicted Stay,-0.0209513510570423,-3.967543265389395e-05,-0.00632077026782099,-0.017755256233876936,0.014625097358421045,0.008533216002881545,0.017155066710017763,0.0011157305310575793,-0.015462184433692983,0.0003187897088355385
36,0,Travel_Rarely,559,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1,0,0,0.14,Low Risk,Stayed,Predicted Stay,0.03833264431918451,-0.018714698756077723,-0.01786063121725192,-0.014644402967296627,0.011834442732342722,-0.004413493833674238,0.012602665837616768,0.0088889755458149,0.0019308153839415355,-0.009014285671366907
28,0,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,No,17,3,1,0,6,2,1,5,3,0,4,0,0,0.11,Low Risk,Stayed,Predicted Stay,-0.03148677479375919,0.00909149897130419,-0.0005834631475886454,0.02354253797225965,-0.010622380911211166,-0.007887669535241457,-0.02975504335558753,0.0031237122256220573,-0.007500227279563205,0.014331737074917328
56,0,Travel_Rarely,206,Human Resources,8,4,Life Sciences,4,Male,99,3,5,Manager,2,Single,19717,4022,6,No,14,3,1,0,36,4,3,7,3,7,7,0,0,0.13,Low Risk,Stayed,Predicted Stay,-0.020178154834320595,-0.0008680111424064307,-0.02026871773057678,0.008375161855276474,-0.002317099571732797,-0.0027388515584607378,0.013544022413949506,-0.018485312212851567,-0.0026072745619512717,-0.010273171034750703
35,0,Non-Travel,1097,Research & Development,11,2,Medical,3,Male,79,2,3,Healthcare Representative,1,Married,9884,8302,2,Yes,13,3,3,1,10,3,3,4,0,2,3,0,0,0.065,Low Risk,Stayed,Predicted Stay,0.03353700219412531,-0.004001762276279805,-0.014463234053882843,-0.016543631048743918,-0.00973761720270886,-0.008038926767935663,-0.015662400820524454,-0.00215257752598518,-0.00212926402633002,-0.009715714271756042
40,0,Travel_Rarely,329,Research & Development,1,4,Life Sciences,2,Male,88,3,1,Laboratory Technician,2,Married,2387,6762,3,No,22,4,3,1,7,3,3,4,2,0,3,0,0,0.035,Low Risk,Stayed,Predicted Stay,-0.039852498195505175,-0.020482041935247254,0.020882792138213518,-0.015329309227240628,-0.012699558098136094,-0.00762258302797818,-0.006721711770908314,0.003933944865543708,-0.025308874564573217,-0.004878293683639186
41,0,Travel_Rarely,263,Research & Development,6,3,Medical,4,Male,59,3,1,Laboratory Technician,1,Single,4721,3119,2,Yes,13,3,3,0,20,3,3,18,13,2,17,0,0,0.13,Low Risk,Stayed,Predicted Stay,0.030625120850627355,-0.021705297649828027,-0.018565039680520385,0.019365095660596125,-0.007727022067679172,-0.015216010138838101,-0.004899069304879049,-0.015795631355174464,-0.008788131302080728,-0.010939210062356325
30,0,Travel_Rarely,921,Research & Development,1,3,Life Sciences,4,Male,38,1,1,Laboratory Technician,3,Married,3833,24375,3,No,21,4,3,2,7,2,3,2,2,0,2,0,0,0.1,Low Risk,Stayed,Predicted Stay,-0.03453366520315285,0.016228793354264325,-0.0020164050830476297,-0.022246549474898528,-0.008621183214222583,0.016783708448595006,-0.007313142146574592,0.0012889719298459568,-0.017610389713802306,-0.018130404126284246
46,0,Travel_Frequently,1034,Research & Development,18,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,No,11,3,4,0,28,3,2,2,2,1,2,0,0,0.125,Low Risk,Stayed,Predicted Stay,-0.016249790815106736,-0.030309871997615118,-0.00882975472844464,0.011969215356384667,-0.0077278156313468575,0.015173324255092666,0.018347168100606267,-0.024633483311936287,0.01602351372933299,0.022265285045273232
30,0,Travel_Frequently,721,Research & Development,1,2,Medical,3,Female,58,3,2,Laboratory Technician,4,Single,4011,10781,1,No,23,4,4,0,12,2,3,12,8,3,7,0,0,0.085,Low Risk,Stayed,Predicted Stay,-0.022060261611882195,0.014427207829694453,0.002457727240330314,0.014983465111590703,-0.007763941201387752,-0.017061906656322207,-0.015372449521687486,-0.007703863622148219,-0.020270993915421514,-0.006854761910276465
35,0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4,0,0,0.01,Low Risk,Stayed,Predicted Stay,-0.019115553812262077,-0.007635611495079502,-0.007226668498835806,-0.014537860816594729,-0.008164065650421435,-0.006319660909446157,-0.009063014122439199,-0.008392263738774091,-0.01190696795676331,-0.009007976186608176
38,0,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,No,12,3,3,0,2,3,3,2,2,2,1,0,0,0.19,Low Risk,Stayed,Predicted Stay,-0.03441114889245,-0.026618014108755687,0.029273218013192947,0.01785067650955625,0.004928742353083635,0.01690742370394105,-0.002149130562361279,0.039721393414426986,0.006044202820517057,-0.009884495526587217
38,0,Travel_Rarely,268,Research & Development,2,5,Medical,4,Male,92,3,1,Research Scientist,3,Married,3057,20471,6,Yes,13,3,2,1,6,0,1,1,0,0,1,0,0,0.2,Low Risk,Stayed,Predicted Stay,0.04697170458624214,-0.02408142486666293,0.00583885654214555,-0.024259606778023225,-0.0014623935737267857,0.011345243420944371,0.012737877114736874,0.00910750732886072,-0.012086488128086331,-0.012425916348520331
44,0,Travel_Rarely,136,Research & Development,28,3,Life Sciences,4,Male,32,3,4,Research Director,1,Married,16328,22074,3,No,13,3,3,1,24,1,4,20,6,14,17,0,0,0.065,Low Risk,Stayed,Predicted Stay,-0.014828120598338046,-0.01766420284217247,-0.021606800283950633,-0.011282720132051054,-0.005778106131513141,-0.009645972373853055,-0.004491587333438929,-0.011583865551472172,0.01370731246370724,-0.005875198429100692
27,0,Travel_Rarely,728,Sales,23,1,Medical,2,Female,36,2,2,Sales Representative,3,Married,3540,7018,1,No,21,4,4,1,9,5,3,9,8,5,8,0,0,0.145,Low Risk,Stayed,Predicted Stay,-0.02159616520524878,0.00929074864788845,0.0019136507457415063,-0.005989547336967007,-0.012001102099611671,-0.006030602393061599,-0.006245577212935132,0.0010704076745992096,0.009987608138878841,0.0012870526536335092
28,0,Travel_Frequently,193,Research & Development,2,3,Life Sciences,4,Male,52,2,1,Laboratory Technician,4,Married,3867,14222,1,Yes,12,3,2,1,2,2,3,2,2,2,2,0,0,0.295,Low Risk,Stayed,Predicted Stay,0.06147152041064018,0.042165716362233215,0.009163892146755188,-0.025029608523491332,-0.009250684489406922,0.026199644543963813,-0.007269578494799589,0.022433323036791533,-0.016206266915896776,-0.016135027721943515
42,0,Travel_Rarely,691,Sales,8,4,Marketing,3,Male,48,3,2,Sales Executive,2,Married,6825,21173,0,No,11,3,4,1,10,2,3,9,7,4,2,0,0,0.075,Low Risk,Stayed,Predicted Stay,-0.019557945634642238,-0.016673822260122505,-0.011607606501181636,-0.016488263014662153,-0.00391509199655502,-0.005686852453270603,-0.019545532290042047,-0.001891215747955357,-0.004886347431065588,-0.009229485942482825
